index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
646	xIntent	PersonX devours every ___	to learn new things	PersonX هر ___ را می بلعد	برای یادگیری چیزهای جدید	PersonX devours every ___. PersonX intends to learn new things	PersonX هر ___ را می بلعد. PersonX قصد دارد چیزهای جدیدی یاد بگیرد	PersonX devours every ___	 PersonX intends to learn new things	PersonX هر ___ را می بلعد	 PersonX قصد دارد چیزهای جدیدی یاد بگیرد
647	xIntent	PersonX receives the ___ from the hands	good	PersonX ___ را از دست دریافت می کند	خوب	PersonX receives the ___ from the hands. PersonX intends good	PersonX ___ را از دست دریافت می کند. PersonX قصد خوبی دارد	PersonX receives the ___ from the hands	 PersonX intends good	PersonX ___ را از دست دریافت می کند	 PersonX قصد خوبی دارد
648	xIntent	PersonX reports the ___ to the police	safety and security	PersonX ___ را به پلیس گزارش می دهد	ایمنی و امنیت	PersonX reports the ___ to the police. PersonX intends safety and security	PersonX ___ را به پلیس گزارش می دهد. PersonX ایمنی و امنیت را در نظر دارد	PersonX reports the ___ to the police	 PersonX intends safety and security	PersonX ___ را به پلیس گزارش می دهد	 PersonX ایمنی و امنیت را در نظر دارد
649	xIntent	PersonX reports the ___ to the police	to get a passport	PersonX ___ را به پلیس گزارش می دهد	گرفتن پاسپورت	PersonX reports the ___ to the police. PersonX intends to get a passport	PersonX ___ را به پلیس گزارش می دهد. PersonX قصد دارد گذرنامه دریافت کند	PersonX reports the ___ to the police	 PersonX intends to get a passport	PersonX ___ را به پلیس گزارش می دهد	 PersonX قصد دارد گذرنامه دریافت کند
650	xIntent	PersonX reports the ___ to the police	to let the police know	PersonX ___ را به پلیس گزارش می دهد	برای اطلاع پلیس	PersonX reports the ___ to the police. PersonX intends to let the police know	PersonX ___ را به پلیس گزارش می دهد. PersonX قصد دارد پلیس را در جریان بگذارد	PersonX reports the ___ to the police	 PersonX intends to let the police know	PersonX ___ را به پلیس گزارش می دهد	 PersonX قصد دارد پلیس را در جریان بگذارد
651	xIntent	PersonX reports the ___ to the police	to explain everything	PersonX ___ را به پلیس گزارش می دهد	برای توضیح همه چیز	PersonX reports the ___ to the police. PersonX intends to explain everything	PersonX ___ را به پلیس گزارش می دهد. PersonX قصد دارد همه چیز را توضیح دهد	PersonX reports the ___ to the police	 PersonX intends to explain everything	PersonX ___ را به پلیس گزارش می دهد	 PersonX قصد دارد همه چیز را توضیح دهد
652	xIntent	PersonX reports the ___ to the police	to be helpful	PersonX ___ را به پلیس گزارش می دهد	مفید بودن	PersonX reports the ___ to the police. PersonX intends to be helpful	PersonX ___ را به پلیس گزارش می دهد. PersonX قصد دارد مفید واقع شود	PersonX reports the ___ to the police	 PersonX intends to be helpful	PersonX ___ را به پلیس گزارش می دهد	 PersonX قصد دارد مفید واقع شود
653	xIntent	PersonX lure ___ away	to be nice	PersonX فریب ___ دور	خوب بودن	PersonX lure ___ away. PersonX intends to be nice	PersonX فریب ___ دور. PersonX قصد دارد خوب باشد	PersonX lure ___ away	 PersonX intends to be nice	PersonX فریب ___ دور	 PersonX قصد دارد خوب باشد
654	xIntent	PersonX lure ___ away	to protect others	PersonX فریب ___ دور	برای محافظت از دیگران	PersonX lure ___ away. PersonX intends to protect others	PersonX فریب ___ دور. PersonX قصد دارد از دیگران محافظت کند	PersonX lure ___ away	 PersonX intends to protect others	PersonX فریب ___ دور	 PersonX قصد دارد از دیگران محافظت کند
655	xIntent	PersonX prevents the ___ from passing	to protect their own	PersonX از عبور ___ جلوگیری می کند	برای محافظت از خود	PersonX prevents the ___ from passing. PersonX intends to protect their own	PersonX از عبور ___ جلوگیری می کند. PersonX قصد دارد از خود محافظت کند	PersonX prevents the ___ from passing	 PersonX intends to protect their own	PersonX از عبور ___ جلوگیری می کند	 PersonX قصد دارد از خود محافظت کند
656	xIntent	PersonX prevents the ___ from passing	to help	PersonX از عبور ___ جلوگیری می کند	برای کمک به	PersonX prevents the ___ from passing. PersonX intends to help	PersonX از عبور ___ جلوگیری می کند. PersonX قصد کمک دارد	PersonX prevents the ___ from passing	 PersonX intends to help	PersonX از عبور ___ جلوگیری می کند	 PersonX قصد کمک دارد
657	xIntent	PersonX prevents the ___ from passing	protect something	PersonX از عبور ___ جلوگیری می کند	محافظت از چیزی	PersonX prevents the ___ from passing. PersonX intends protect something	PersonX از عبور ___ جلوگیری می کند. PersonX قصد محافظت از چیزی را دارد	PersonX prevents the ___ from passing	 PersonX intends protect something	PersonX از عبور ___ جلوگیری می کند	 PersonX قصد محافظت از چیزی را دارد
658	xIntent	PersonX prevents the ___ from passing	to protect their town	PersonX از عبور ___ جلوگیری می کند	برای محافظت از شهر خود	PersonX prevents the ___ from passing. PersonX intends to protect their town	PersonX از عبور ___ جلوگیری می کند. PersonX قصد دارد از شهر خود محافظت کند	PersonX prevents the ___ from passing	 PersonX intends to protect their town	PersonX از عبور ___ جلوگیری می کند	 PersonX قصد دارد از شهر خود محافظت کند
659	xIntent	PersonX pours himself another ___	good about themselves	PersonX خودش را ___ دیگری می ریزد	خوب در مورد خودشان	PersonX pours himself another ___. PersonX intends good about themselves	PersonX خودش را ___ دیگری می ریزد. PersonX قصد خوبی در مورد خود دارد	PersonX pours himself another ___	 PersonX intends good about themselves	PersonX خودش را ___ دیگری می ریزد	 PersonX قصد خوبی در مورد خود دارد
660	xIntent	PersonX moves another ___	future	PersonX ___ دیگری را منتقل می کند	آینده	PersonX moves another ___. PersonX intends future	PersonX ___ دیگری را منتقل می کند. PersonX قصد آینده دارد	PersonX moves another ___	 PersonX intends future	PersonX ___ دیگری را منتقل می کند	 PersonX قصد آینده دارد
661	xIntent	PersonX moves another ___	is changing something	PersonX ___ دیگری را منتقل می کند	چیزی را تغییر می دهد	PersonX moves another ___. PersonX intends is changing something	PersonX ___ دیگری را منتقل می کند. PersonX قصد دارد چیزی را تغییر دهد	PersonX moves another ___	 PersonX intends is changing something	PersonX ___ دیگری را منتقل می کند	 PersonX قصد دارد چیزی را تغییر دهد
662	xIntent	PersonX removes ___ from the surface	to rebuild their boat	PersonX ___ را از سطح پاک می کند	قایق خود را بازسازی کنند	PersonX removes ___ from the surface. PersonX intends to rebuild their boat	PersonX ___ را از سطح پاک می کند. PersonX قصد دارد قایق خود را از نو بسازد	PersonX removes ___ from the surface	 PersonX intends to rebuild their boat	PersonX ___ را از سطح پاک می کند	 PersonX قصد دارد قایق خود را از نو بسازد
663	xIntent	PersonX develops another ___	to be prepared	PersonX ___ دیگری را توسعه می دهد	آماده شدن	PersonX develops another ___. PersonX intends to be prepared	PersonX ___ دیگری را توسعه می دهد. PersonX قصد دارد آماده شود	PersonX develops another ___	 PersonX intends to be prepared	PersonX ___ دیگری را توسعه می دهد	 PersonX قصد دارد آماده شود
664	xIntent	PersonX develops another ___	to improve	PersonX ___ دیگری را توسعه می دهد	بهبود یافتن	PersonX develops another ___. PersonX intends to improve	PersonX ___ دیگری را توسعه می دهد. PersonX قصد دارد پیشرفت کند	PersonX develops another ___	 PersonX intends to improve	PersonX ___ دیگری را توسعه می دهد	 PersonX قصد دارد پیشرفت کند
665	xIntent	PersonX develops another ___	to adapt to change	PersonX ___ دیگری را توسعه می دهد	سازگار شدن با تغییر	PersonX develops another ___. PersonX intends to adapt to change	PersonX ___ دیگری را توسعه می دهد. PersonX قصد دارد خود را با تغییر وفق دهد	PersonX develops another ___	 PersonX intends to adapt to change	PersonX ___ دیگری را توسعه می دهد	 PersonX قصد دارد خود را با تغییر وفق دهد
666	xIntent	PersonX develops another ___	to make sure their work is correct	PersonX ___ دیگری را توسعه می دهد	تا اطمینان حاصل شود که کار آنها صحیح است	PersonX develops another ___. PersonX intends to make sure their work is correct	PersonX ___ دیگری را توسعه می دهد. PersonX قصد دارد از صحت کار آنها اطمینان حاصل کند	PersonX develops another ___	 PersonX intends to make sure their work is correct	PersonX ___ دیگری را توسعه می دهد	 PersonX قصد دارد از صحت کار آنها اطمینان حاصل کند
667	xIntent	PersonX goes ___ alone	to be alone	PersonX به تنهایی ___ می رود	تنها بودن	PersonX goes ___ alone. PersonX intends to be alone	PersonX به تنهایی ___ می رود. PersonX قصد دارد تنها باشد	PersonX goes ___ alone	 PersonX intends to be alone	PersonX به تنهایی ___ می رود	 PersonX قصد دارد تنها باشد
