target_text_fa	target_text	prefix	input_text
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX kisses PersonY's forehead
عشق	love	xReact	PersonX kisses PersonY's forehead
تا بوسه دیگری به شخص ای بدهد.	to give Person Y another kiss.	xWant	PersonX kisses PersonY's forehead
سرخ روی	red-faced	oReact	PersonX kisses PersonY's hands
دوست داشتن	loving	xAttr	PersonX kisses PersonY's hands
نشان دادن محبت به شخصیت ها	show affection to persony	xIntent	PersonX kisses PersonY's hands
برای خرید گل	to buy flowers	xNeed	PersonX kisses PersonY's hands
از دلداری دادن به او خشنود بود	satisfied about  comforting him	xReact	PersonX kisses PersonY's hands
تا او را به خانه ببرد	to take her home	xWant	PersonX kisses PersonY's hands
گرما، مرتبط با	warmth, connected	oReact	PersonX kisses PersonY's lips
مهربان	kind	xAttr	PersonX kisses PersonY's lips
نسبت به شخصی مهربان بودن	to be affectionate with person	xIntent	PersonX kisses PersonY's lips
برای نزدیک شدن به یکدیگر	to be in close contact	xNeed	PersonX kisses PersonY's lips
شادمان	joyful	xReact	PersonX kisses PersonY's lips
برای در آغوش گرفتن شخصی	to embrace PersonY	xWant	PersonX kisses PersonY's lips
پر از گل و گیاه	aroused	oReact	PersonX kisses PersonY's neck
دوستانه	friendly	xAttr	PersonX kisses PersonY's neck
درگیر شدن با رفتارهای عاشقانه	to engage in romantic behavior	xIntent	PersonX kisses PersonY's neck
لب هایش را جمع کند	to pucker lips	xNeed	PersonX kisses PersonY's neck
پر از گل و گیاه	aroused	xReact	PersonX kisses PersonY's neck
تا به بوسیدن گردنشان ادامه دهند	to continue kissing their neck	xWant	PersonX kisses PersonY's neck
دوست داشتم	loved	oReact	PersonX kisses PersonY's shoulder
شیرین	Sweet	xAttr	PersonX kisses PersonY's shoulder
برای ابراز محبت	to show affection	xIntent	PersonX kisses PersonY's shoulder
برای دسترسی به شانه شخصی	to reach for PersonY's shoulder	xNeed	PersonX kisses PersonY's shoulder
مهربان	affectionate	xReact	PersonX kisses PersonY's shoulder
برای اینکه شخص احساس خوبی داشته باشد	to make PersonY feel good	xWant	PersonX kisses PersonY's shoulder
برای بدست آوردن لذت	to gain pleasure	xIntent	PersonX kisses a girl
مثل آن دختر	like the girl	xNeed	PersonX kisses a girl
لذت بخش	pleasurable	xReact	PersonX kisses a girl
حرف های کوچک	small talk	xWant	PersonX kisses a girl
کمک کرد	helped	oReact	PersonX kisses arse
دارای ادراکات مغناطیسی است.	immoral	xAttr	PersonX kisses arse
از مردم بالاتر از او خواهش کنید	please people above him	xIntent	PersonX kisses arse
برای پیدا کردن پوزه ای برای بوسیدن	to find an arse to kiss	xNeed	PersonX kisses arse
تحت کنترل	in control	xReact	PersonX kisses arse
خوشحالم.	pleased	oReact	PersonX kisses the gunners daughter
علاقه مند شدن به	caring	xAttr	PersonX kisses the gunners daughter
تا با او قرار ملاقات بگذارد	to date her	xIntent	PersonX kisses the gunners daughter
تا او را عاشق خود کند	to make her fall in love	xWant	PersonX kisses the gunners daughter
سپاسگزارم.	grateful	oReact	PersonX kisses the king 's ___
دوست داشتن	loving	xAttr	PersonX kisses the king 's ___
برای ازدواج با دختر پادشاه	to marry the Kings daughter	xNeed	PersonX kisses the king 's ___
مثل بوسه ای بالای سر	like a kiss up	xReact	PersonX kisses the king 's ___
برای ابراز وفاداری	to show fealty	xWant	PersonX kisses the king 's ___
دوست داشتم	loved	oReact	PersonX kisses the top of PersonY's head
نرم و ملایم	gentle	xAttr	PersonX kisses the top of PersonY's head
برای بوسیدن	to kiss	xIntent	PersonX kisses the top of PersonY's head
نزدیک بودن به Y	To be close to Y	xNeed	PersonX kisses the top of PersonY's head
خوشحال	happy	xReact	PersonX kisses the top of PersonY's head
برای ابراز محبت	To express affection	xWant	PersonX kisses the top of PersonY's head
در کپترول	in cpntrol	oReact	PersonX kneels beside PersonY
فداکار	devoted	xAttr	PersonX kneels beside PersonY
برای مجازات شدن	to be punished	xIntent	PersonX kneels beside PersonY
برای رفتن به شخصی	to walk to PersonY	xNeed	PersonX kneels beside PersonY
خجالت زده	embarrassed	xReact	PersonX kneels beside PersonY
برای پیشنهاد ازدواج	to propose marriage	xWant	PersonX kneels beside PersonY
ارزشمند	valued	oReact	PersonX kneels down beside PersonY
رقت انگیز	empathetic	xAttr	PersonX kneels down beside PersonY
نشان دادن دلسوزی	show compassion	xIntent	PersonX kneels down beside PersonY
نزدیک شدن به شخصی	approach PersonY	xNeed	PersonX kneels down beside PersonY
دلسوزانه	compassionate	xReact	PersonX kneels down beside PersonY
گوش کن	listen	xWant	PersonX kneels down beside PersonY
خوشحالم که ایکس به خاطر رفتارش متأسف است.	glad that x felt sorry for his behavior	oReact	PersonX kneels in front of PersonY
وفادار	loyal	xAttr	PersonX kneels in front of PersonY
برای پرستش	to worship	xIntent	PersonX kneels in front of PersonY
برای نزدیک شدن به او	to go near him	xNeed	PersonX kneels in front of PersonY
محترمانه	respectful	xReact	PersonX kneels in front of PersonY
به شخصیت نگاه کنید.	Look at PersonY	xWant	PersonX kneels in front of PersonY
آسیب دیده	hurt	oReact	PersonX knocks PersonY off his perch
بسیار خشونت آمیز	violent	xAttr	PersonX knocks PersonY off his perch
تا انتقام بگیرد	to avenge	xIntent	PersonX knocks PersonY off his perch
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX knocks PersonY off his perch
صلح آمیز	peacefull	xReact	PersonX knocks PersonY off his perch
تا ببینیم آیا شخصی حالش خوب است یا نه.	to see if PersonY is okay	xWant	PersonX knocks PersonY off his perch
نگران بودم.	worried	oReact	PersonX knocks PersonY to the ground
خشن و زمخت.	rough	xAttr	PersonX knocks PersonY to the ground
برای شروع یک جنگ	to start a fight	xIntent	PersonX knocks PersonY to the ground
برای مشت زدن به شخص ای.	to punch Person Y.	xNeed	PersonX knocks PersonY to the ground
حسود	jealous	xReact	PersonX knocks PersonY to the ground
برای کمک به شخصی که بلند شود.	to help Person Y get up.	xWant	PersonX knocks PersonY to the ground
بد	bad	oReact	PersonX knocks ___ to the ground
مقابله آمیز	confrontational	xAttr	PersonX knocks ___ to the ground
تا خشم خود را نشان دهد	to show his anger	xIntent	PersonX knocks ___ to the ground
برای مشت زنی	to be boxing	xNeed	PersonX knocks ___ to the ground
خشمگین شدن	irate	xReact	PersonX knocks ___ to the ground
تا به آنها لگد بزند	to kick them	xWant	PersonX knocks ___ to the ground
راحت	comfortable	oReact	PersonX knocks at PersonY's door
شخصیت دار	personable	xAttr	PersonX knocks at PersonY's door
تا ببینیم آیا شخصی در خانه است یا نه.	to see if a person is home	xIntent	PersonX knocks at PersonY's door
دعوت شدن به خانه شخصی	to be invited to PersonY's house	xNeed	PersonX knocks at PersonY's door
کنجکاو	curious	xReact	PersonX knocks at PersonY's door
تا با شخصی معاشرت کند.	to hang out with PersonY	xWant	PersonX knocks at PersonY's door
از دیدن ایکس خوشحالم.	happy to see x	oReact	PersonX knocks on PersonY's door
قابل تصور	sociable	xAttr	PersonX knocks on PersonY's door
برای قرض گرفتن چیزی از شخصی	to borrow something from person	xIntent	PersonX knocks on PersonY's door
که بخواهد آن ها را ببیند	to want to see them	xNeed	PersonX knocks on PersonY's door
رها شده	releived	xReact	PersonX knocks on PersonY's door
برای صحبت با شخصی	to talk to PersonY	xWant	PersonX knocks on PersonY's door
روشنفکر	enlightened	oReact	PersonX knocks some sense into ___
انتقام جویانه	vindictive	xAttr	PersonX knocks some sense into ___
برای جبران اشتباهات	to fix mistakes	xIntent	PersonX knocks some sense into ___
برای تأثیرگذاری	to interact	xNeed	PersonX knocks some sense into ___
کمی تسکین	a bit of a relief	xReact	PersonX knocks some sense into ___
تا واقعیت را بررسی کنیم.	to give reality check	xWant	PersonX knocks some sense into ___
درد	pain	oReact	PersonX knocks the living daylights out of ___
قوی	strong	xAttr	PersonX knocks the living daylights out of ___
برای مجازات کردن	to punish	xIntent	PersonX knocks the living daylights out of ___
تا از نظر جسمی مناسب باشد	to be physically fit	xNeed	PersonX knocks the living daylights out of ___
خشمگین	angy	xReact	PersonX knocks the living daylights out of ___
برای کشتن یک نفر	to kill someone	xWant	PersonX knocks the living daylights out of ___
غافلگیر شدن، خوشحالی	surprise,happy	oReact	PersonX knows PersonX's father
جامعه ای	social	xAttr	PersonX knows PersonX's father
برای دانستن طرز برخورد و سلامتی پدر	to know the fathers attitude and healthq	xIntent	PersonX knows PersonX's father
به عنوان فرزندخوانده پذیرفته شود	be given up for adoption	xNeed	PersonX knows PersonX's father
احساس خوب و خوشبختی کنید.	feel good,happy	xReact	PersonX knows PersonX's father
تا پدر و مادر واقعی اش را ببیند.	to meet his real parents	xWant	PersonX knows PersonX's father
ناسپاس	disloyal	oReact	PersonX knows PersonY ___ better
قابل تصور	sociable	xAttr	PersonX knows PersonY ___ better
برای فریب دادن شوهر شخصی	to seduce persony's husband	xIntent	PersonX knows PersonY ___ better
ازدواج	marriage	xNeed	PersonX knows PersonY ___ better
گول زننده	seductive	xReact	PersonX knows PersonY ___ better
برای اینکه شخصیت را بهتر بفهمیم	to understand PersonY better	xWant	PersonX knows PersonY ___ better
خوب است.	good	oReact	PersonX knows PersonY best
دوستانه	friendly	xAttr	PersonX knows PersonY best
خوب است.	good	xIntent	PersonX knows PersonY best
برای گذراندن زمان با شخصی	to spend time with PersonY	xNeed	PersonX knows PersonY best
خوب است.	good	xReact	PersonX knows PersonY best
تا با شخصیت ها ارتباط برقرار کند.	to interact with persony	xWant	PersonX knows PersonY best
قابل تحسین	appreciated	oReact	PersonX knows PersonY better
رقت انگیز	empathetic	xAttr	PersonX knows PersonY better
برای ایجاد یک رابطه	to build a relationship	xIntent	PersonX knows PersonY better
برای صحبت با شخصی	to talk to PersonY	xNeed	PersonX knows PersonY better
خوشحال	happy	xReact	PersonX knows PersonY better
تا وقتم را با شخصی بگذرانم.	to continue spending time with PersonY	xWant	PersonX knows PersonY better
برای حمایت از شما	to support y	xIntent	PersonX knows PersonY could do it
برای صحبت با شخصی	to talk to PersonY	xNeed	PersonX knows PersonY could do it
خودشان را خوب احساس می کنند	good about themselves	xReact	PersonX knows PersonY could do it
برای نشستن	to sit down	xWant	PersonX knows PersonY could do it
عالی است.	great	oReact	PersonX knows PersonY in the biblical sense
درستکار	righteous	xAttr	PersonX knows PersonY in the biblical sense
با شخصی صمیمی شوید	be intimate with someone	xIntent	PersonX knows PersonY in the biblical sense
با او صمیمی شوید	get intimate	xNeed	PersonX knows PersonY in the biblical sense
خوب به دلیل اینکه آن ها سکس داشتند	good because they had sex	xReact	PersonX knows PersonY in the biblical sense
کمک کننده	helpful	oReact	PersonX knows PersonY was in trouble
آگاه	aware	xAttr	PersonX knows PersonY was in trouble
برای شناسایی شخص	to know the person	xIntent	PersonX knows PersonY was in trouble
برای صحبت کردن با شخصی در این مورد	to talk to personY about it	xWant	PersonX knows PersonY was in trouble
مغرور	proud	oReact	PersonX knows PersonY well enough
اهل مطالعه	studious	xAttr	PersonX knows PersonY well enough
برای آموزش با کلاس های ریاضیات	to be schooled with Y	xNeed	PersonX knows PersonY well enough
